id,label
687,32650,1
688,32651,1
689,32652,1
690,32653,1
691,32654,0
692,32655,1
693,32656,1
694,32657,1
695,32658,1
696,32659,1
697,32660,1
698,32661,0
699,32662,1
700,32663,0
701,32664,1
702,32665,1
703,32666,1
704,32667,1
705,32668,1
706,32669,1
707,32670,0
708,32671,0
709,32672,1
710,32673,1
711,32674,0
712,32675,1
713,32676,1
714,32677,1
715,32678,1
716,32679,1
717,32680,0
718,32681,1
719,32682,1
720,32683,1
721,32684,1
722,32685,0
723,32686,1
724,32687,1
725,32688,1
726,32689,1
727,32690,1
728,32691,1
729,32692,1
730,32693,1
731,32694,0
732,32695,1
733,32696,0
734,32697,1
735,32698,1
736,32699,0
737,32700,0
738,32701,1
739,32702,0
740,32703,1
741,32704,1
742,32705,1
743,32706,1
744,32707,1
745,32708,0
746,32709,0
747,32710,0
748,32711,0
749,32712,1
750,32713,1
751,32714,1
752,32715,1
753,32716,1
754,32717,1
755,32718,1
756,32719,0
757,32720,1
758,32721,1
759,32722,0
760,32723,1
761,32724,1
762,32725,1
763,32726,1
764,32727,1
765,32728,1
766,32729,1
767,32730,1
768,32731,1
769,32732,1
770,32733,1
771,32734,1
772,32735,0
773,32736,1
774,32737,1
775,32738,1
776,32739,1
777,32740,1
778,32741,1
779,32742,1
780,32743,1
781,32744,1
782,32745,1
783,32746,1
784,32747,1
785,32748,1
786,32749,1
787,32750,1
788,32751,0
789,32752,1
790,32753,1
791,32754,1
792,32755,1
793,32756,1
794,32757,1
795,32758,1
796,32759,1
797,32760,1
798,32761,1
799,32762,1
800,32763,1
801,32764,1
802,32765,0
803,32766,1
804,32767,1
805,32768,1
806,32769,1
807,32770,1
808,32771,0
809,32772,1
810,32773,0
811,32774,1
812,32775,1
813,32776,1
814,32777,1
815,32778,0
816,32779,1
817,32780,1
818,32781,1
819,32782,1
820,32783,1
821,32784,1
822,32785,1
823,32786,1
824,32787,1
825,32788,1
826,32789,0
827,32790,1
828,32791,1
829,32792,1
830,32793,1
831,32794,1
832,32795,1
833,32796,1
834,32797,1
835,32798,1
836,32799,0
837,32800,1
838,32801,0
839,32802,1
840,32803,1
841,32804,1
842,32805,1
843,32806,1
844,32807,1
845,32808,1
846,32809,1
847,32810,1
848,32811,1
849,32812,1
850,32813,0
851,32814,0
852,32815,1
853,32816,0
854,32817,1
855,32818,0
856,32819,1
857,32820,0
858,32821,1
859,32822,1
860,32823,1
861,32824,1
862,32825,1
863,32826,1
864,32827,1
865,32828,1
866,32829,1
867,32830,1
868,32831,1
869,32832,0
870,32833,0
871,32834,1
872,32835,1
873,32836,1
874,32837,0
875,32838,0
876,32839,1
877,32840,1
878,32841,1
879,32842,1
880,32843,1
881,32844,1
882,32845,1
883,32846,1
884,32847,1
885,32848,1
886,32849,1
887,32850,1
888,32851,1
889,32852,1
890,32853,1
891,32854,1
892,32855,1
893,32856,1
894,32857,1
895,32858,1
896,32859,1
897,32860,1
898,32861,0
899,32862,1
900,32863,1
901,32864,1
902,32865,1
903,32866,0
904,32867,1
905,32868,1
906,32869,1
907,32870,1
908,32871,1
909,32872,1
910,32873,1
911,32874,0
912,32875,1
913,32876,1
914,32877,1
915,32878,1
916,32879,1
917,32880,0
918,32881,1
919,32882,1
920,32883,1
921,32884,0
922,32885,1
923,32886,1
924,32887,1
925,32888,1
926,32889,1
927,32890,1
928,32891,1
929,32892,1
930,32893,1
931,32894,1
932,32895,1
933,32896,1
934,32897,1
935,32898,0
936,32899,1
937,32900,1
938,32901,1
939,32902,1
940,32903,1
941,32904,1
942,32905,1
943,32906,1
944,32907,1
945,32908,1
946,32909,1
947,32910,1
948,32911,1
949,32912,1
950,32913,1
951,32914,1
952,32915,1
953,32916,1
954,32917,1
955,32918,1
956,32919,1
957,32920,1
958,32921,1
959,32922,1
960,32923,1
961,32924,1
962,32925,1
963,32926,1
964,32927,1
965,32928,1
966,32929,1
967,32930,1
968,32931,1
969,32932,1
970,32933,1
971,32934,1
972,32935,1
973,32936,1
974,32937,1
975,32938,0
976,32939,1
977,32940,1
978,32941,1
979,32942,1
980,32943,1
981,32944,1
982,32945,0
983,32946,1
984,32947,1
985,32948,1
986,32949,1
987,32950,1
988,32951,1
989,32952,1
990,32953,1
991,32954,0
992,32955,1
993,32956,1
994,32957,1
995,32958,1
996,32959,1
997,32960,1
998,32961,1
999,32962,1
1000,32963,0
1001,32964,1
1002,32965,1
1003,32966,1
1004,32967,1
1005,32968,1
1006,32969,1
1007,32970,1
1008,32971,1
1009,32972,1
1010,32973,1
1011,32974,1
1012,32975,1
1013,32976,0
1014,32977,1
1015,32978,1
1016,32979,1
1017,32980,0
1018,32981,1
1019,32982,1
1020,32983,1
1021,32984,0
1022,32985,1
1023,32986,1
1024,32987,1
1025,32988,1
1026,32989,1
1027,32990,1
1028,32991,1
1029,32992,1
1030,32993,1
1031,32994,1
1032,32995,1
1033,32996,1
1034,32997,1
1035,32998,1
1036,32999,1
1037,33000,1
1038,33001,1
1039,33002,1
1040,33003,1
1041,33004,0
1042,33005,1
1043,33006,1
1044,33007,1
1045,33008,1
1046,33009,1
1047,33010,1
1048,33011,1
1049,33012,1
1050,33013,1
1051,33014,1
1052,33015,1
1053,33016,0
1054,33017,1
1055,33018,1
1056,33019,1
1057,33020,1
1058,33021,1
1059,33022,1
1060,33023,1
1061,33024,1
1062,33025,1
1063,33026,1
1064,33027,1
1065,33028,1
1066,33029,1
1067,33030,1
1068,33031,1
1069,33032,1
1070,33033,1
1071,33034,1
1072,33035,1
1073,33036,1
1074,33037,1
1075,33038,1
1076,33039,1
1077,33040,1
1078,33041,1
1079,33042,1
1080,33043,1
1081,33044,1
1082,33045,0
1083,33046,1
1084,33047,1
1085,33048,1
1086,33049,1
1087,33050,0
1088,33051,1
1089,33052,1
1090,33053,1
1091,33054,1
1092,33055,1
1093,33056,1
1094,33057,1
1095,33058,1
1096,33059,1
1097,33060,1
1098,33061,1
1099,33062,1
1100,33063,1
1101,33064,1
1102,33065,1
1103,33066,1
1104,33067,1
1105,33068,1
1106,33069,1
1107,33070,1
1108,33071,1
1109,33072,1
1110,33073,1
1111,33074,1
1112,33075,1
1113,33076,0
1114,33077,1
1115,33078,1
1116,33079,1
1117,33080,1
1118,33081,1
1119,33082,1
1120,33083,1
1121,33084,1
1122,33085,1
1123,33086,1
1124,33087,1
1125,33088,1
1126,33089,0
1127,33090,1
1128,33091,1
1129,33092,0
1130,33093,1
1131,33094,1
1132,33095,1
1133,33096,1
1134,33097,0
1135,33098,1
1136,33099,1
1137,33100,1
1138,33101,1
1139,33102,1
1140,33103,1
1141,33104,1
1142,33105,1
1143,33106,1
1144,33107,1
1145,33108,1
1146,33109,1
1147,33110,1
1148,33111,1
1149,33112,1
1150,33113,0
1151,33114,0
1152,33115,1
1153,33116,1
1154,33117,1
1155,33118,0
1156,33119,1
1157,33120,1
1158,33121,1
1159,33122,1
1160,33123,0
1161,33124,1
1162,33125,1
1163,33126,1
1164,33127,0
1165,33128,1
1166,33129,1
1167,33130,0
1168,33131,0
1169,33132,1
1170,33133,1
1171,33134,1
1172,33135,1
1173,33136,1
1174,33137,1
1175,33138,1
1176,33139,1
1177,33140,1
1178,33141,1
1179,33142,1
1180,33143,1
1181,33144,0
1182,33145,1
1183,33146,0
1184,33147,0
1185,33148,1
1186,33149,1
1187,33150,1
1188,33151,1
1189,33152,1
1190,33153,1
1191,33154,1
1192,33155,1
1193,33156,1
1194,33157,1
1195,33158,1
1196,33159,1
1197,33160,1
1198,33161,1
1199,33162,1
1200,33163,1
1201,33164,1
1202,33165,0
1203,33166,0
1204,33167,1
1205,33168,1
1206,33169,1
1207,33170,1
1208,33171,1
1209,33172,1
1210,33173,1
1211,33174,1
1212,33175,1
1213,33176,0
1214,33177,1
1215,33178,1
1216,33179,1
1217,33180,1
1218,33181,1
1219,33182,1
1220,33183,0
1221,33184,1
1222,33185,1
1223,33186,1
1224,33187,1
1225,33188,1
1226,33189,1
1227,33190,1
1228,33191,1
1229,33192,1
1230,33193,1
1231,33194,1
1232,33195,1
1233,33196,1
1234,33197,1
1235,33198,1
1236,33199,1
1237,33200,1
1238,33201,1
1239,33202,1
1240,33203,1
1241,33204,1
1242,33205,0
1243,33206,1
1244,33207,1
1245,33208,1
1246,33209,1
1247,33210,0
1248,33211,1
1249,33212,1
1250,33213,1
1251,33214,1
1252,33215,1
1253,33216,1
1254,33217,0
1255,33218,1
1256,33219,1
1257,33220,1
1258,33221,1
1259,33222,1
1260,33223,1
1261,33224,1
1262,33225,1
1263,33226,1
1264,33227,1
1265,33228,1
1266,33229,1
1267,33230,1
1268,33231,1
1269,33232,1
1270,33233,0
1271,33234,1
1272,33235,1
1273,33236,1
1274,33237,1
1275,33238,1
1276,33239,1
1277,33240,1
1278,33241,1
1279,33242,1
1280,33243,1
1281,33244,1
1282,33245,1
1283,33246,1
1284,33247,1
1285,33248,1
1286,33249,1
1287,33250,1
1288,33251,1
1289,33252,0
1290,33253,1
1291,33254,1
1292,33255,1
1293,33256,1
1294,33257,1
1295,33258,1
1296,33259,1
1297,33260,1
1298,33261,1
1299,33262,1
1300,33263,1
1301,33264,0
1302,33265,1
1303,33266,1
1304,33267,1
1305,33268,1
1306,33269,1
1307,33270,0
1308,33271,1
1309,33272,1
1310,33273,1
1311,33274,1
1312,33275,1
1313,33276,1
1314,33277,1
1315,33278,1
1316,33279,1
1317,33280,1
1318,33281,0
1319,33282,1
1320,33283,1
1321,33284,1
1322,33285,0
1323,33286,1
1324,33287,0
1325,33288,1
1326,33289,1
1327,33290,1
1328,33291,1
1329,33292,1
1330,33293,1
1331,33294,1
1332,33295,1
1333,33296,1
1334,33297,1
1335,33298,1
1336,33299,1
1337,33300,1
1338,33301,1
1339,33302,1
1340,33303,1
1341,33304,1
1342,33305,1
1343,33306,1
1344,33307,0
1345,33308,1
1346,33309,1
1347,33310,1
1348,33311,1
1349,33312,1
1350,33313,1
1351,33314,0
1352,33315,1
1353,33316,1
1354,33317,1
1355,33318,1
1356,33319,1
1357,33320,0
1358,33321,1
1359,33322,1
1360,33323,1
1361,33324,1
1362,33325,1
1363,33326,1
1364,33327,1
1365,33328,1
1366,33329,1
1367,33330,1
1368,33331,1
1369,33332,0
1370,33333,1
1371,33334,1
1372,33335,1
1373,33336,1
1374,33337,1
1375,33338,1
1376,33339,1
1377,33340,1
1378,33341,1
1379,33342,0
1380,33343,1
1381,33344,1
1382,33345,0
1383,33346,1
1384,33347,1
1385,33348,1
1386,33349,1
1387,33350,1
1388,33351,1
1389,33352,0
1390,33353,1
1391,33354,1
1392,33355,1
1393,33356,1
1394,33357,0
1395,33358,1
1396,33359,1
1397,33360,1
1398,33361,0
1399,33362,1
1400,33363,1
1401,33364,1
1402,33365,1
1403,33366,1
1404,33367,1
1405,33368,1
1406,33369,1
1407,33370,1
1408,33371,1
1409,33372,0
1410,33373,0
1411,33374,1
1412,33375,1
1413,33376,1
1414,33377,1
1415,33378,1
1416,33379,1
1417,33380,1
1418,33381,1
1419,33382,1
1420,33383,1
1421,33384,1
1422,33385,1
1423,33386,1
1424,33387,1
1425,33388,0
1426,33389,1
1427,33390,1
1428,33391,1
1429,33392,1
1430,33393,0
1431,33394,1
1432,33395,0
1433,33396,0
1434,33397,1
1435,33398,1
1436,33399,1
1437,33400,0
1438,33401,1
1439,33402,1
1440,33403,1
1441,33404,1
1442,33405,1
1443,33406,1
1444,33407,1
1445,33408,1
1446,33409,0
1447,33410,1
1448,33411,1
1449,33412,0
1450,33413,1
1451,33414,1
1452,33415,1
1453,33416,0
1454,33417,1
1455,33418,1
1456,33419,1
1457,33420,1
1458,33421,1
1459,33422,1
1460,33423,0
1461,33424,1
1462,33425,1
1463,33426,1
1464,33427,1
1465,33428,1
1466,33429,1
1467,33430,1
1468,33431,1
1469,33432,1
1470,33433,1
1471,33434,1
1472,33435,1
1473,33436,1
1474,33437,1
1475,33438,1
1476,33439,1
1477,33440,1
1478,33441,1
1479,33442,1
1480,33443,1
1481,33444,1
1482,33445,0
1483,33446,0
1484,33447,1
1485,33448,1
1486,33449,1
1487,33450,0
1488,33451,1
1489,33452,1
1490,33453,1
1491,33454,1
1492,33455,1
1493,33456,1
1494,33457,1
1495,33458,1
1496,33459,0
1497,33460,1
1498,33461,1
1499,33462,0
1500,33463,1
1501,33464,1
1502,33465,1
1503,33466,1
1504,33467,1
1505,33468,1
1506,33469,1
1507,33470,1
1508,33471,1
1509,33472,1
1510,33473,1
1511,33474,0
1512,33475,1
1513,33476,1
1514,33477,0
1515,33478,1
1516,33479,1
1517,33480,1
1518,33481,1
1519,33482,1
1520,33483,1
1521,33484,1
1522,33485,0
1523,33486,1
1524,33487,1
1525,33488,1
1526,33489,1
1527,33490,1
1528,33491,1
1529,33492,1
1530,33493,1
1531,33494,1
1532,33495,1
1533,33496,1
1534,33497,1
1535,33498,1
1536,33499,1
1537,33500,1
1538,33501,1
1539,33502,1
1540,33503,0
1541,33504,1
1542,33505,1
1543,33506,1
1544,33507,1
1545,33508,1
1546,33509,0
1547,33510,0
1548,33511,1
1549,33512,1
1550,33513,0
1551,33514,1
1552,33515,1
1553,33516,1
1554,33517,1
1555,33518,1
1556,33519,1
1557,33520,1
1558,33521,0
1559,33522,1
1560,33523,1
1561,33524,0
1562,33525,1
1563,33526,1
1564,33527,1
1565,33528,1
1566,33529,1
1567,33530,1
1568,33531,1
1569,33532,1
1570,33533,1
1571,33534,1
1572,33535,1
1573,33536,1
1574,33537,0
1575,33538,1
1576,33539,0
1577,33540,1
1578,33541,1
1579,33542,0
1580,33543,1
1581,33544,0
1582,33545,1
1583,33546,0
1584,33547,0
1585,33548,1
1586,33549,1
1587,33550,1
1588,33551,1
1589,33552,1
1590,33553,1
1591,33554,1
1592,33555,1
1593,33556,1
1594,33557,1
1595,33558,1
1596,33559,1
1597,33560,1
1598,33561,0
1599,33562,1
1600,33563,0
1601,33564,0
1602,33565,1
1603,33566,1
1604,33567,1
1605,33568,1
1606,33569,1
1607,33570,1
1608,33571,1
1609,33572,1
1610,33573,1
1611,33574,1
1612,33575,1
1613,33576,1
1614,33577,1
1615,33578,1
1616,33579,0
1617,33580,1
1618,33581,1
1619,33582,1
1620,33583,1
1621,33584,1
1622,33585,1
1623,33586,1
1624,33587,1
1625,33588,1
1626,33589,1
1627,33590,1
1628,33591,1
1629,33592,1
1630,33593,1
1631,33594,1
1632,33595,1
1633,33596,1
1634,33597,1
1635,33598,1
1636,33599,1
1637,33600,1
1638,33601,1
1639,33602,1
1640,33603,1
1641,33604,1
1642,33605,1
1643,33606,1
1644,33607,1
1645,33608,1
1646,33609,1
1647,33610,1
1648,33611,0
1649,33612,1
1650,33613,1
1651,33614,1
1652,33615,1
1653,33616,1
1654,33617,1
1655,33618,1
1656,33619,1
1657,33620,1
1658,33621,1
1659,33622,1
1660,33623,1
1661,33624,1
1662,33625,1
1663,33626,1
1664,33627,1
1665,33628,1
1666,33629,1
1667,33630,1
1668,33631,1
1669,33632,1
1670,33633,1
1671,33634,0
1672,33635,1
1673,33636,1
1674,33637,1
1675,33638,1
1676,33639,1
1677,33640,1
1678,33641,1
1679,33642,1
1680,33643,1
1681,33644,1
1682,33645,1
1683,33646,1
1684,33647,1
1685,33648,1
1686,33649,1
1687,33650,1
1688,33651,1
1689,33652,0
1690,33653,1
1691,33654,1
1692,33655,1
1693,33656,1
1694,33657,1
1695,33658,0
1696,33659,1
1697,33660,1
1698,33661,1
1699,33662,0
1700,33663,1
1701,33664,1
1702,33665,0
1703,33666,1
1704,33667,1
1705,33668,1
1706,33669,1
1707,33670,0
1708,33671,1
1709,33672,1
1710,33673,1
1711,33674,0
1712,33675,1
1713,33676,1
1714,33677,1
1715,33678,1
1716,33679,1
1717,33680,1
1718,33681,1
1719,33682,0
1720,33683,1
1721,33684,1
1722,33685,0
1723,33686,1
1724,33687,1
1725,33688,1
1726,33689,1
1727,33690,0
1728,33691,1
1729,33692,1
1730,33693,1
1731,33694,1
1732,33695,1
1733,33696,0
1734,33697,1
1735,33698,1
1736,33699,1
1737,33700,1
1738,33701,1
1739,33702,0
1740,33703,1
1741,33704,1
1742,33705,1
1743,33706,1
1744,33707,0
1745,33708,1
1746,33709,1
1747,33710,1
1748,33711,0
1749,33712,1
1750,33713,1
1751,33714,1
1752,33715,1
1753,33716,1
1754,33717,1
1755,33718,1
1756,33719,0
1757,33720,1
1758,33721,0
1759,33722,1
1760,33723,1
1761,33724,1
1762,33725,1
1763,33726,1
1764,33727,1
1765,33728,1
1766,33729,1
1767,33730,1
1768,33731,1
1769,33732,1
1770,33733,1
1771,33734,0
1772,33735,1
1773,33736,1
1774,33737,1
1775,33738,1
1776,33739,1
1777,33740,0
1778,33741,1
1779,33742,1
1780,33743,1
1781,33744,1
1782,33745,1
1783,33746,1
1784,33747,1
1785,33748,1
1786,33749,1
1787,33750,0
1788,33751,1
1789,33752,1
1790,33753,1
1791,33754,1
1792,33755,1
1793,33756,1
1794,33757,1
1795,33758,1
1796,33759,1
1797,33760,1
1798,33761,1
1799,33762,1
1800,33763,1
1801,33764,0
1802,33765,1
1803,33766,1
1804,33767,1
1805,33768,1
1806,33769,1
1807,33770,1
1808,33771,1
1809,33772,1
1810,33773,1
1811,33774,1
1812,33775,1
1813,33776,1
1814,33777,1
1815,33778,1
1816,33779,1
1817,33780,0
1818,33781,1
1819,33782,1
1820,33783,0
1821,33784,1
1822,33785,1
1823,33786,1
1824,33787,1
1825,33788,1
1826,33789,1
1827,33790,1
1828,33791,1
1829,33792,1
1830,33793,1
1831,33794,1
1832,33795,1
1833,33796,1
1834,33797,0
1835,33798,1
1836,33799,1
1837,33800,1
1838,33801,1
1839,33802,1
1840,33803,1
1841,33804,1
1842,33805,1
1843,33806,1
1844,33807,1
1845,33808,1
1846,33809,1
1847,33810,0
1848,33811,0
1849,33812,1
1850,33813,0
1851,33814,1
1852,33815,1
1853,33816,1
1854,33817,1
1855,33818,1
1856,33819,1
1857,33820,0
1858,33821,1
1859,33822,1
1860,33823,1
1861,33824,1
1862,33825,1
1863,33826,1
1864,33827,1
1865,33828,1
1866,33829,1
1867,33830,1
1868,33831,1
1869,33832,1
1870,33833,0
1871,33834,1
1872,33835,1
1873,33836,1
